sep=|
Section B Basic Constants II. 
No.|Formula|Name|CAS #|"DelHf0, kJ/mol"|"DelGf0, kJ /mol"|"DelHb, : kJ /mol"|"DelHm, kJ /mol"|"V liq, cm3/mol"|"T liq, K"|"Dipole, Debye"|
48|C2H2F2|1,1-difluoroethene|75-38-7|-336.81|- 313.06|||103.78|297.00|1.4
49|C2H2F4|1,1,1,2-tetrafluoroethane (R-134a)|811-97-2|-907.10|-838.40|||75.38|255.00|
50|C2H2F4|1,1,2,2-tetrafluoroethane (R-134)|359-35-3|-892.40|-824.60|||74.42|275.00|0.0
51|C2H3ClF2|1-chloro-1,1-difluoroethane|75-68-3|-529.70|-465.70|22.38|2.69|90.49|298.15|2.1
52|C2H3Cl2F|1,1-dichloro-1-fluoroethane (R-141b)|1717-00-6|-339.70|- 276.20|25.94||93.63|290.00|
53|C2H3F3|1,1,1-trifluoroethane (R-143a)|420-46-2|-745.60|-678.70|18.99|6.19|75.38|245.00|2.3
54|C2H3F3|1,1,2-trifluoroethane (R-143)|430-66-0|-669.40|-609.40|||69.22|300.00|
55|C2H4|ethene (ethylene)|74-85-1|52.50|68.48|13.53|3.35|51.07|183.15|0.0
56|C2H4Br2|1,2-dibromoethane|106-93-4|-38.94|-1.06|34.77||86.62|298.15|1.0
57|C2H4Cl2|1,1-dichloroethane|75-34-3|-130.12|-73.23|28.85|7.87|84.73|298.15|2.0
58|C2H4Cl2|1,2-dichloroethane|107-06-2|-126.78|- 70.20|31.98|8.84|79.45|298.15|1.8
59|C2H4F2|1,1-difluoroethane (R-152a)|75-37-6|-500.80|-443.30|21.56||65.76|252.47|2.3
60|C2H4O2|ethanoic acid (acetic acid)|64-19-7|-432.25|- 374.27|23.70|11.72|57.53|298.15|1.3
61|C2H4O2|methyl methanoate (methyl formate)|107-31-3|-352.40|-294.90|27.92||62.14|298.15|1.8
62|C2H5Br|bromoethane|74-96-4|-63.60|-25.70|27.04||75.12|298.15|2.0
63|C2H5Cl|chloroethane|75-00-3|-112.26|-60.43|24.53|4.45|72.58|298.15|2.0
64|C2H5F|fluoroethane|353-36-6|-264.40|-212.40|||56.67|213.15|2.0
65|C2H6|ethane|74-84-0|-83.82|-31.86|14.70|2.86|46.15|90.36|0.0
66|C2H6O|ethanol|64-17-5|-234.95|-167.73|38.56|5.01|58.68|298.15|1.7
67|C2H6O|dimethyl ether|115-10-6|-184.11|-112.92|21.51|4.94|69.07|293.15|1.3
68|C2H6S|ethanethiol (ethyl mercaptan)|75-08-1|-46.02|-2.07|26.79|4.98|74.58|298.15|1.6
69|C2H6S|2-thiapropane (dimethylsulfide)|75-18-3|-37.20|7.41|27.00|7.98|73.77|298.15|1.5
70|C2H7N|ethanamine (ethyl amine)|75-04-7|-47.47|36.28|||66.59|298.15|1.3
71|C2H7N|W-methylmethanamine (dimethyl amine)|124-40-3|-18.80|68.80|26.40|5.94|68.73|293.15|1.0
72|C3F8|octafluoropropane (R-218)|76-19-7|-1737.62|-1610.31|||140.00|295.00|0.0
73|C3HF7|1,1,1,2,3,3,3-heptafluoropropane|431-89-0|||||121.40|295.00|
74|C3H2ClF5O|2-chloro-1,1,2-trifluoroethyl|13838-16-9|||30.09||||
78|C3H3F5|1,1,1,2,2-pentafluoropropane (R-245cb)|1814-88-6|||||112.82|295.00|
79|C3H3F5|1,1,1,3,3-pentafluoropropane (R-245fa)|460-73-1|||||99.50|295.00|
81|c3h3f5o|2-(difluoromethoxy)-1,1,1-trifluoroethane|1885-48-9|||||107.71|295.00|
82|c3h3no|1,2-oxazole(isoxazole)|288-14-2|82.02||37.17||51.408|298.15|
83|C3H4|1-propyne (methyl acetylene)|74-99-7|110.00|150.60|22.15||62.31|273.15|0.7
84|C3H4|1,2-propadiene|463-49-0|190.92|201.30|20.60|4.40|60.95|243.15|0.2
85|C3H6|propene (propylene)|115-07-1|20.00|62.50|18.42|3.00|||0.4
86|C3H6|cyclopropane|75-19-4|53.30|104.40|20.05|5.44|71.76|233.15|0.0
87|C3H6Cl2|1,2-dichloropropane|78-87-5|||36.17||100.815|323.14|
88|C3H6O|2-propen-1-ol (allyl alcohol)|107-18-6|-123.60||47.30||||
89|C3H6O|propanone (acetone)|67-64-1|-217.10|-152.60|29.10|5.69|73.94|298.15|2.9
90|C3H6O2|propanoic acid|79-09-4|-452.80|-369.60|31.14|10.66|74.97|298.15|1.5
91|C3H6O2|methyl ethanoate (methyl acetate)|79-20-9|-408.80|-321.40|30.32|7.49|79.89|298.15|1.7
92|C3H6O2|ethyl methanoate (ethyl formate)|109-94-4|-388.30|-303.00|29.91||80.93|298.15|2.0
93|C3H6O3|dimethylcarbonate|616-38-6|-571||37.7||84.82|298.15|
94|C3H7Cl|1-chloropropane|540-54-5|-133.18|-52.51|27.18||88.95|298.15|2.0
95|C3H8|propane|74-98-6|-104.68|-24.29|19.04|3.53|74.87|233.15|0.0
96|C3H8O|1-propanol|71-23-8|-255.20|-159.81|41.44|5.20|75.14|298.15|1.7
97|C3H8O|2-propanol|67-63-0|-272.70|-173.32|39.85|5.38|76.92|298.15|1.7
98|C3H8O|methyl ethyl ether|540-67-0|-216.50|-117.13|25.69||85.85|293.15|1.2
99|c3h8s|2-thiabutane (methyl ethyl sulfide)|624-89-5|-59.29|11.92|29.53|9.76|91.02|298.15|
100|C3H9N|1-propanamine (propyl amine)|107-10-8|-70.10|41.90|29.55||83.11|298.15|1.3
101|c3h9n|2-propanamine (methyl ethyl amine)|75-31-0|-83.70|32.23|27.83||86.33|298.15|
102|C3H9N|N, N-dimethylmethanamine (trimethyl|75-50-3|-23.60|99.30|22.94|6.55|94.28|298.15|0.6
103|C3H9NO|2-ethoxymethanamine|109-83-1|||57||82.21|323.14|
104|C4F8|octafluorocyclobutane|115-25-3|||||120.94|253.15|0.0
105|C4F10|decafluoro-2-methylpropane|354-92-7|||||156.91|293.15|
106|C4H4O|furan|110-00-9|-34.73|0.94|27.10|3.80|73.09|298.15|0.7
107|C4H4S|thiophene|110-02-1|114.90|126.10|31.48|4.97|79.47|298.15|0.5
108|C4H5N|pyrrole|109-97-7|108.20|160.30|38.75|7.91|69.38|294.00|1.8
109|C4H6|1-butyne|107-00-6|162.26|198.77|24.52|6.03|83.22|298.15|0.8
110|C4H6|1,3-butadiene|106-99-0|110.00|150.60|22.47|7.98|88.04|298.15|0.0
111|C4H6O3|acetic anhydride|108-24-7|-575.70|-476.80|||||3.0
112|C4H8|cyclobutane|287-23-0|28.40|112.20|24.19|1.09|81.43|298.15|0.0
113|C4H8|1-butene|106-98-9|-0.54|70.37|22.07|3.96|95.34|298.15|0.3
114|C4H8|trans-2-butene|624-64-6|-11.00|63.34|23.34|9.76|93.65|298.15|0.0
115|C4H8|cis-2-butene|590-18-1|-7.40|65.46|22.72|7.58|91.01|298.15|0.3
116|C4H8|2-methylpropene|115-11-7|-17.10|58.18|21.53|5.93|95.24|298.15|0.5
117|C4H8O|butanone (methyl ethyl ketone)|78-93-3|-238.60|-146.50|31.30|8.44|90.13|298.15|3.3
118|C4H8O|tetrahydrofuran|109-99-9|-184.18|-79.57|29.81|8.54|81.71|298.15|1.7
119|C4H8O2|butanoic acid|107-92-6|-473.60||40.45|11.08|92.46|298.15|1.5
120|C4H8O2|2-methylpropanoic acid|79-31-2|-484.20||||93.42|298.15|1.3
121|C4H8O2|1,3-dioxane|505-22-6|-337.30|-203.90|34.37||||
122|C4H8O2|1,4-dioxane|123-91-1|-314.70|- 180.20|34.16|12.85|85.29|293.15|0.0
123|C4H8O2|methyl propanoate|554-12-1|-427.50|-310.90|32.24||96.93|298.15|1.7
124|C4H8O2|ethyl ethanoate (ethyl acetate)|141-78-6|-444.50|-328.00|31.94|10.48|98.55|298.15|1.9
125|C4H8O2|propyl methanoate (propyl formate)|110-74-7|-407.60|-293.50|33.61||97.94|298.15|1.9
126|C4H9Cl|2-chlorobutane|78-86-4|-165.69|-55.06|29.17||106.76|298.15|2.1
127|C4H10|butane|106-97-8|-125.79|-16.57|22.44|4.66|100.48|298.15|0.0
128|C4H10|2-methylpropane|75-28-5|-134.99|-21.44|21.30|4.61|104.36|298.15|0.1
129|C4H10N2|piperazine|110-85-0|31.6||26.7||||
130|C4H10O|1-butanol|71-36-3|-274.60|-150.17|43.29|9.28|91.96|298.15|1.8
131|C4H10O|2-methyl-1-propanol (isobutanol)|78-83-1|-282.90|-167.40|41.82||92.91|298.15|1.7
132|C4H10O|2-methyl-2-propanol (tert-butanol)|75-65-0|-325.81|-191.20|39.07|6.79|94.88|298.15|1.7
133|C4H10O|2-butanol (sec-butanol)|78-92-2|-292.75|-167.71|40.75||92.35|298.15|1.7
134|C4H10O|diethyl ether|60-29-7|-250.80|-120.70|26.52|7.27|104.75|298.15|1.3
135|C4H10O2|1,2-dimethoxyethane|110-71-4|-342.80||36.69||104.56|298.15|
136|C4H10O2|1,2-butandiol|26171-83-5|||71.55||92.06|323.14|
137|C4H10O2|1,3-butanediol|107-88-0|||74.46||138.54|323.14|
138|C4H10S|3-thiapentane (diethyl sulfide)|352-93-2|-83.22|18.24|31.77|11.90|108.51|298.15|1.6
139|C4HuN|1-butanamine (butyl amine)|109-73-9|-91.76|49.03|31.81||98.97|298.15|1.3
140|C4HuN|N-ethylethanamine (diethyl amine)|109-89-7|-71.70|73.00|29.06||104.24|298.15|1.1
141|C4HuN|2-methyl-1-propanamine (isobutyl|78-81-9|-98.55||30.61||100.45|298.15|1.2
142|C5F12|dodecafluoropentane|678-26-2|-2561.86|-2351.67|||177.80|293.15|0.0
143|c5h5n|pyridine|110-86-1|140.37|190.55|35.09|8.28|80.88|298.15|2.3
144|C5H6O|2-methylfuran|534-22-5|-66.32|-2.36|28.35|8.55|89.73|293.15|0.7
145|C5H8|1-pentyne|627-19-0|143.10|209.20|26.86||98.91|298.15|0.9
146|C5H8|cyclopentene|142-29-0|32.95|110.90|26.76|3.36|91.43|293.15|0.9
147|C5H8O|cyclopentanone|120-92-3|-192.80||36.35||||3.0
148|C5H10|cyclopentane|287-92-3|-77.10|38.92|27.30|0.61|94.73|298.15|0.0
149|C5H10|1-pentene|109-67-1|-21.30|78.60|25.20|5.81|110.40|298.15|0.4
150|C5H10|cis-2-pentene|627-20-3|-26.30|73.50|26.06|7.11|107.85|298.15|
151|C5H10|2-methyl-2-butene|513-35-9|-40.80|61.60|26.31|7.60|107.57|298.15|
152|CsHjo|3-methy1-1-butene|563-45-1|-27.60|76.00|23.94|5.36|112.77|298.15|
154|C5H1oO|2-pentanone (methyl propyl ketone)|107-87-9|-259.20|- 138.20|33.44|10.63|107.33|298.15|2.5
155|C5H1oO|3-pentanone (diethyl ketone)|96-22-0|-257.90|-134.30|33.45|11.59|106.41|298.15|2.7
156|CsH^O|3-methy1-2-butanone (methyl isopropyl|563-80-4|-262.60|-139.30|32.35|9.34|107.91|298.15|2.8
157|C5H10O|2-methyltetrahydrofuran|96-47-9|||30.13||100.39|298.15|
158|C5H10O2|pentanoic acid|109-52-4|-497.00|- 351.00|62.40|14.16|109.30|298.15|
159|C5H10O2|3-methylbutanoic acid|503-74-2|||||110.79|298.15|1.0
160|C5H10O2|methyl butanoate|623-42-7|-450.70|-305.10|33.79||114.42|298.15|1.7
161|C5H10O2|ethyl propanoate|105-37-3|-463.60|-319.10|33.88||115.54|298.15|1.8
162|C5H10O2|methyl 2-methylpropanoate|547-63-7|-464.00|- 317.00|32.61||114.63|293.15|2.0
163|C5H10O2|propyl ethanoate (propyl acetate)|109-60-4|-464.80|-320.20|33.92||115.72|298.15|1.8
164|C5H10O2|2-methylpropyl methanoate (isobutyl|542-55-2|-436.30|- 293.00|33.60||116.96|298.15|1.9
165|c5h,,ci|1-chloropentane|543-59-9|-175.02|-36.68|33.15||121.53|298.15|2.2
166|C5H12|pentane|109-66-0|-146.76|-8.65|25.79|8.40|115.22|298.15|0.0
167|C5H12|2-methylbutane|78-78-4|-153.70|-13.86|24.69|5.16|116.46|298.15|0.1
168|C5H12|2,2-dimethylpropane (neopentane)|463-82-1|-168.11|-15.24|22.74|3.26|122.16|298.15|0.0
169|C5H120|1-pentanol|71-41-0|-295.60|-142.20|44.40|9.38|108.63|298.15|1.7
170|C5H120|2-pentanol|6032-29-7|-313.80||41.40||||
171|C5H120|2-methyl-1-butanol|137-32-6|-302.00||55.18||||
172|C5H120|2-methyl-2-butanol|75-85-4|-329.00|- 166.00|40.00|4.46|109.50|298.15|1.9
173|C5H120|3-methyl-1-butanol|123-51-3|-300.00||44.10||109.22|298.15|1.8
174|C5H120|3-methyl-2-butanol|598-75-4|-316.40||53.00||||
175|C5H120|ethyl propyl ether|628-32-0|-272.20|- 115.00|28.94|8.40|121.35|298.15|1.2
176|C5H12S|3-methyl-1-butanethiol (isopentyl|541-31-1|-114.60|17.70||7.45|125.32|298.15|
177|C6C1F5|chloropentafluorobenzene|344-07-0|||34.76||||
178|C6F6|hexafluorobenzene|392-56-3|||31.66||||0.0
179|C6F,2|dodecafluorocyclohexane|355-68-0|||||||0.0
180|C6F,4|tetradecafluorohexane|355-42-0|-2973.99|-2722.34|||198.91|293.15|0.0
181|C6F,4|tetradecafluoro-2-methylpentane|355-04-4|||||195.06|293.15|
184|C6HF5|pentafluorobenzene|363-72-4|||32.15|10.85|||
186|C6H5CI|chlorobenzene|108-90-7|51.09|98.36|35.19|9.61|102.22|298.15|1.6
187|C6H6|benzene|71-43-2|82.88|129.75|30.72|9.95|89.41|298.15|0.0
188|C6H6Ö|phenol|108-95-2|-96.40|-32.55|46.18|11.29|87.87|298.15|1.6
189|C6H7N|benzeneamine (aniline)|62-53-3|87.45|167.90|42.44|10.56|91.52|298.15|1.6
190|C6H7N|2-methylpyridine (2-picoline)|109-06-8|99.16|177.37|36.17|9.72|99.11|298.15|1.9
191|C6H7N|3-methylpyridine (3-picoline)|108-99-6|106.36|184.62|37.35|14.18|97.81|298.15|2.4
192|C6H7N|4-methylpyridine (4-picoline)|108-89-4|102.13|182.08|37.51|12.58|98.02|298.15|
193|C^O|2-cyclohexen-1-one|930-68-7|||48.36||99.59|323.14|
194|C6Hw|cyclohexene|110-83-8|-4.32|106.90|33.42|3.29|101.89|298.15|0.6
195|C6HwO|cyclohexanone|108-94-1|-230.12|-90.87|||||
196|C6HwO|4-methyl-3-penten-2-one(mesityl oxide)|141-79-7|-178.28||42.7||115.47|298.15|
197|C6H12|cyclohexane|110-82-7|-123.10|32.26|29.97|2.63|108.75|298.15|0.3
198|^12|methylcyclopentane|96-37-7|-106.00|36.51|29.08|6.93|113.13|298.15|0.0
199|C6H12|1-hexene|592-41-6|-41.95|86.90|28.28|7.52|125.90|298.15|0.4
200|C6H12|4-methylpent-1-ene|691-37-2|-49.44|85.69|28.57|3.60|129.44|298.15|
201|C6H12O|cyclohexanol|108-93-0|-294.55|-118.05||1.76|||1.7
202|C6H12O|2-hexanone (methyl butyl ketone)|591-78-6|-279.80|-129.90|36.35|14.90|124.10|298.15|
203|C^O|3-hexanone (ethyl propyl ketone)|589-38-8|-278.60|-126.10|35.36|13.49|123.43|298.15|
204|C6H12O|4-methyl-2(methyl isobutyl ketone)|108-10-1|-286.40|-135.10|34.49||125.81|298.15|2.8
205|C^O|butylvinylether|111-34-2|-179.20||36.59||130.25|298.15|
206|C6H12O2|hexanoic acid|142-62-1|||||||
207|C*^|methyl pentanoate|624-24-8|-471.10|-296.50|35.36||132.75|298.00|
208|C*^|ethyl butanoate|105-54-4|-485.50|-312.00|35.47||132.95|298.15|1.8
209|C6H12O2|propyl propanoate|106-36-5|-483.10|-309.70|35.54||132.50|298.15|1.8
210|C*^|ethyl 2-methylpropanoate|97-62-1|-499.60|-324.00|33.67||133.67|293.15|2.1
211|C6H12O2|butyl ethanoate (butyl acetate)|123-86-4|-485.30|-312.10|36.28|14.59|132.51|298.15|1.8
212|C*^|2-methylpropyl ethanoate (isobutyl|110-19-0|-494.70|-322.00|35.90||133.87|298.15|1.9
213|C6H12O2|pentyl methanoate (pentyl formate)|638-49-3|-448.20|-276.40|||131.72|298.15|19
214|C6H12O2|3-methylbutyl methanoate (isopentyl|110-45-2|-453.80|-279.80|||132.85|298.15|
215|C6H12O3|2-ethoxyethylacetate|111-15-9|||52.61||140.62|323.14|
216|C6H14|hexane|110-54-3|-166.92|0.15|28.85|13.07|131.59|298.15|0.0
217|C6H14|2-methylpentane|107-83-5|-174.55|-5.14|27.79|6.27|132.89|298.15|0.1
218|C6H14|3-methylpentane|96-14-0|-172.00|-3.20|28.06|5.30|130.62|298.15|
219|C6H14|2,2-dimethylbutane|75-83-2|-183.97|-9.63|26.31|0.58|133.73|298.15|
220|C6H14|2,3-dimethylbutane|79-29-8|-175.90|-2.05|27.28|0.79|131.17|298.15|0.2
221|C6H14O|1-hexanol|111-27-3|-316.50|-134.13|44.50|15.40|125.19|298.15|1.8
222|C6H14O|2-hexanol|626-93-7|-333.50||41.01||126.07|298.15|
223|C6H14O|3-hexanol|623-37-0|||||||
224|C6H14O|2-methyl-1-pentanol|105-30-6|||||||
225|C6H14O|2-methyl-2-pentanol|590-36-3|-349.00||39.59||126.22|298.15|
226|C6H14O|2-methyl-3-pentanol|565-67-3|||||||
227|C6H14O|4-methyl-1-pentanol|626-89-1|-324.90||44.46||126.22|298.15|
228|C6H14O|4-methyl-2-pentanol|108-11-2|-339.20||44.20||127.20|298.15|
229|C6H^n|N, N-diethylethanamine (triethyl amine)|121-44-8|-92.70|118.00|31.01||139.96|298.15|0.9
230|C6H^n|N-propyl-1-propanamine (dipropyl|142-84-7|-113.20||33.47||138.07|298.15|1.0
231|C7F14|tetradecafluoromethylcyclohexane|355-02-2|-2898.00||||195.67|298.15|
232|C7F16|hexadecafluoroheptane|335-57-9|-3386.11|- 3093.02|36.29||223.92|293.15|0.0
233|C7H3F5|pentafluorotoluene|771-56-2|||34.75|12.99|||
234|C7H8|toluene|108-88-3|50.17|122.29|33.18|6.85|106.87|298.15|0.4
235|C7H8O|benzyl alcohol|100-51-6|-72.38|18.20||8.97|||1.7
236|C7H8O|2-methylphenol (o-cresol)|95-48-7|-128.57|-34.27|45.30|13.94|103.64|298.15|1.6
237|C7H8O|3-methylphenol (m-cresol)|108-39-4|-132.30|- 40.07|47.45|9.41|104.99|298.15|1.8
238|C7H8O|4-methylphenol (p-cresol)|106-44-5|-125.35|-31.55|47.45|11.89|105.00|298.15|1.6
239|C7H9N|2,3-dimethylpyridine (2,3-lutidine)|583-61-9|68.28|177.59|39.08|13.48|113.73|298.15|2.2
240|C7H9N|2,4-dimethylpyridine (2,4-lutidine)|108-47-4|63.89|172.04|38.53|8.83|115.53|298.15|2.3
241|C7H9N|2,5-dimethylpyridine (2,5-lutidine)|589-93-5|66.44|174.34|38.68|14.65|115.87|298.15|2.2
242|C7H9N|2,6-dimethylpyridine (2,6-lutidine)|108-48-5|58.70|168.40|37.46|13.04|116.52|298.15|1.7
243|C7H9N|3,4-dimethylpyridine (3,4-lutidine)|583-58-4|70.04|179.34|39.99|14.70|112.32|298.15|1.9
244|C7H9N|3,5-dimethylpyridine (3,5-lutidine)|591-22-0|72.80|182.44|39.46|13.11|114.26|298.15|2.6
245|C7H12O2|butyl-2-propenoate(butylacrylate)|141-32-2|-375.30||47.31||||
246|C7H14|cycloheptane|291-64-5|-118.10|64.30|33.18|1.88|121.73|298.15|0.0
247|C7H14|methylcyclohexane|108-87-2|-154.70|27.64|31.27|6.75|128.35|298.15|0.0
248|C7H14|ethylcyclopentane|1640-89-7|-126.90|45.07|31.96|6.87|128.83|298.15|0.0
249|C7H14|cis-1,3-dimethylcyclopentane|2532-58-3|-135.90|39.23|30.40|7.37|131.91|298.15|
250|C7H14|trans-1,3-dimethylcyclopentane|1759-58-6|-133.50|41.42|30.80|7.27|132.64|298.15|
251|C7H14|1-heptene|592-76-7|-62.76|95.06|31.09|12.66|141.77|298.15|0.3
252|C7H14O2|heptanoic acid|111-14-8|||||||
253|C7H14O2|ethyl pentanoate|539-82-2|-505.90|-303.50|36.96||148.45|293.15|
254|C7H14O2|ethyl 3-methylbutanoate|108-64-5|-527.90|-324.00|37.00||149.99|293.15|
255|C7H14O2|propyl butanoate|105-66-8|-505.30|-303.00|||149.95|298.15|1.8
256|C7H14O2|2-methylpropyl propanoate|540-42-1|-512.70|-311.20|||150.21|298.15|
257|C7H14O2|propyl 2-methylpropanoate|644-49-5|-518.10|-314.00|||147.27|273.15|
258|C7H14O2|3-methylbutyl ethanoate (isopentyl|123-92-2|-511.20|-306.80|37.50||150.26|298.15|1.8
259|C7H16|heptane|142-82-5|-187.80|8.20|31.77|14.03|147.47|298.15|0.0
260|C7H16|2-methylhexane|591-76-4|-194.60|3.70|30.62|9.19|148.60|298.15|0.0
261|C7H16|3-methylhexane|589-34-4|-191.30|5.30|30.89||146.74|298.15|0.0
262|C7H16|3-ethylpentane|617-78-7|-189.50|11.40|31.12|9.55|144.40|298.15|0.0
263|C7H16|2,2-dimethylpentane|590-35-2|-205.81|0.80|29.23|5.82|149.67|298.15|0.0
264|C7H16|2,3-dimethylpentane|565-59-3|-194.10|5.82|30.46||145.05|298.15|0.0
265|C7H16|2,4-dimethylpentane|108-08-7|-201.67|3.51|29.55|6.84|149.95|298.15|0.0
266|C7H16|3,3-dimethylpentane|562-49-2|-201.40|3.50|29.62|6.85|145.40|298.15|0.0
267|C7H16|2,2,3-trimethylbutane|464-06-2|-204.40|5.00|28.90|2.26|146.15|298.15|0.0
268|C7H16O|1-heptanol|111-70-6|-330.90|-119.56|48.10|13.20|141.95|298.15|1.7
269|C7H16O|2-heptanol|543-49-7|||||||
270|C7H16O|4-heptanol|589-55-9|||||||
271|C8F18|octadecafluorooctane|307-34-6|-3798.24|-3463.70|33.38||253.21|293.15|0.0
272|C8H8O|methylphenylketone(acetophenone)|98-86-2|||55.40||119.94|323.14|
273|C8H10|ethylbenzene|100-41-4|29.92|130.73|35.57|9.18|123.08|298.15|0.4
274|C8H10|1,2-dimethylbenzene (o-xylene)|95-47-6|19.08|122.05|36.24|13.60|121.25|298.15|05
275|C8Hio|1,3-dimethylbenzene (m-xylene)|108-38-3|17.32|118.89|35.66|11.57|123.47|298.15|0.3
276|C8Hio|1,4-dimethylbenzene (p-xylene)|106-42-3|18.03|121.48|35.67|16.81|123.93|298.15|0.1
277|C8H10O|2-ethylphenol|90-00-6|-145.23|-23.15|46.20|13.94|120.41|298.15|
278|C8H10O|3-ethylphenol|620-17-7|-146.06|-25.01|48.90|9.41|121.25|298.15|
279|C8H10O|4-ethyl-phenol|123-07-9|- 144.05|-21.43|48.90|11.89|120.84|298.15|
280|C8H10O|2,3-dimethylphenol (2,3 xylenol)|526-75-0|-157.19|- 33.20|47.60|21.02|||
